[2012-10-06 21:41:11,727 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-06 21:41:12,358 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-06 21:41:17,632 django.request WARNING] base: Not Found: /favicon.ico
[2012-10-06 21:41:17,645 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-06 21:41:20,791 django.request WARNING] base: Not Found: /favicon.ico
[2012-10-06 21:41:20,803 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-06 21:41:31,743 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-06 21:41:31,797 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-07 22:28:10,162 django.request WARNING] base: Not Found: /favicon.ico
[2012-10-07 22:28:10,216 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-07 22:28:10,348 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-07 22:28:15,324 django.request WARNING] base: Not Found: /favicon.ico
[2012-10-07 22:28:15,335 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-07 22:32:14,257 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-07 22:32:17,773 django.request WARNING] base: Not Found: /favicon.ico
[2012-10-07 22:32:17,786 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-07 22:32:19,387 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-07 22:32:28,807 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-07 22:32:31,238 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-07 22:32:34,656 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-07 22:32:37,403 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-07 22:34:44,728 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-07 22:34:44,745 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 03:53:14,546 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 03:59:20,880 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 03:59:20,901 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 04:02:37,678 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 04:03:41,841 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 04:06:50,720 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 04:06:50,756 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 04:11:30,271 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 04:11:42,964 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 04:11:43,000 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 04:12:54,564 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 04:12:54,592 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 04:14:26,168 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 04:25:29,059 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 04:26:54,842 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 04:31:13,440 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 04:33:59,664 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 04:39:17,726 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 04:47:37,566 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 04:48:20,220 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 04:50:05,261 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 04:50:19,536 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 04:50:19,561 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 04:51:05,337 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 04:51:05,366 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 04:53:48,807 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 04:53:48,825 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 04:56:10,816 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 04:56:10,833 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 04:57:16,764 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 04:57:16,816 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 05:00:42,372 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 05:00:45,873 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 05:00:45,903 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:23:07,289 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:23:07,326 django.request WARNING] base: Not Found: /favicon.ico/
